#
#<?php die('Forbidden.'); ?>
#Date: 2016-07-07 10:25:34 UTC
#Software: Joomla Platform 13.1.0 Stable [ Curiosity ] 24-Apr-2013 00:00 GMT

#Fields: date	time	priority	category	message
2016-07-07	10:25:34	INFO	install	Running install on: Linux | Apache/2.4.7 (Ubuntu) | php 5.5.9-1ubuntu4.17 | safe_mode: 0 | interface: apache2handler
2016-07-07	10:25:35	INFO	install	--- Determining if this system is able to draw captcha images ---
2016-07-07	10:25:35	INFO	install	gd extension not found.
2016-07-07	10:25:35	INFO	install	Test for: use_gd failed.
2016-07-07	10:25:35	INFO	install	--- Method choosen to draw captcha images is [disabled] ---
2016-07-07	10:25:35	INFO	install	--- Determining if this system is able to query DNS records ---
2016-07-07	10:25:35	INFO	install	checkdnsrr function found. Let's see if it works.
2016-07-07	10:25:35	INFO	install	testing function [checkdnsrr]... [1]
2016-07-07	10:25:35	INFO	install	--- Method choosen to query DNS records is [dns_check] ---
